dataset,pct_nulls,avg_over_sim_IPM_fixed(%),avg_over_sim_IPM_retrained(%),avg_over_time_IPM_fixed(%),avg_over_time_IPM_retrained(%),avg_frac_time_IPM_fixed,avg_frac_time_IPM_retrained
adultsample,5,6.644900054856804,5.112721877632632,98.39771593444777,98.79768894635491,173.90094157618515,409.3253305968339
adultsample,10,6.027707257217444,4.565868259290336,97.2389369148024,97.94456208077297,61.370372355651405,134.45064319938916
adultsample,20,5.753088035902035,5.366370129736449,95.46013953071638,96.79565614354738,35.473461098764936,81.7646882451489
adultsample,40,5.7982816152264425,5.073890986939014,92.73863436269785,95.17798695876023,22.688535298069485,60.92734871433409
