dataset,seed,pct_nulls,start_index,end_index,avg_semantic_sim_SENTI,total_time_SENTI,avg_semantic_sim_IPM_70_30_fixed,total_time_IPM_70_30_fixed,avg_semantic_sim_IPM_70_30_Retraining,total_time_IPM_70_30_Retraining,Over_IPM_fixed,Over_IPM_retrained,OverTime_IPM_fixed,OverTime_IPM_retrained,FracTime_IPM_fixed,FracTime_IPM_retrained
credit,94,5,0,217,0.918185352087021,2.97616457939148,0.9221915006637572,19.55849735999999,0.9221915006637572,17.576171641000027,-0.4344161244007056,-0.4344161244007056,84.78326568441717,83.06704872835353,6.571712295560956,5.9056450583098234
credit,94,5,394,415,0.923041731119156,0.224963903427124,0.9004581570625305,18.308358016999904,0.8788978457450867,30.15872436200016,2.508009270558166,5.022641207710129,98.77125024964971,99.2540669136836,81.38353637222876,134.06028212775007
credit,94,5,416,437,0.928881406784058,0.224497079849243,0.8779229521751404,18.306335168999937,0.9062281847000122,32.24167925000006,5.804433576165538,2.4997260586796486,98.77366453865977,99.30370537431223,81.54375629871546,143.6173658546088
credit,94,5,438,459,0.919658994674683,0.213080167770386,0.8736511468887329,18.310644698999965,0.9333820343017578,33.312873012999944,5.266157773591251,-1.470248957313676,98.83630439412097,99.36036688373521,85.93312503269387,156.33962260109402
credit,94,5,460,481,0.930453240871429,0.229979276657105,0.8974767923355103,18.301597114999964,0.95717191696167,35.3484661880002,3.6743511161000497,-2.791418721837718,98.74339231045244,99.34939390174962,79.57933158598163,153.70283228042385
credit,94,5,482,503,0.923488074541092,0.211767196655273,0.9398755431175232,18.29808920100001,0.980503261089325,36.751976347999744,-1.7435785723367878,-5.814890047881111,98.84268136235941,99.42379371751309,86.40662713586707,173.54895814117404
credit,94,5,504,525,0.92620821595192,0.215991258621216,0.8507274985313416,18.326733677999925,0.9295259714126588,38.08960616799982,8.872490609611782,-0.35692982905002185,98.82144160320014,99.43293911292085,84.84942305067786,176.34790598075816
credit,94,5,526,547,0.928252804279327,0.219338893890381,0.9610280990600586,18.31150659100001,0.9394678473472596,39.957550416000686,-3.410440840677577,-1.1937655024171545,98.80217996918842,99.45107021925311,83.48499559841655,182.17266307529695
credit,94,5,548,569,0.933000499010086,0.216155767440796,0.9242430925369264,18.30177929299998,0.903781533241272,41.40447894600016,0.9475219824604428,3.2329677797271117,98.81893577678827,99.47794109974743,84.66940072747653,191.5492676240556
credit,94,5,570,591,0.928291523456574,0.214956760406494,0.8813906908035278,18.29793973900001,0.917381227016449,43.61378756399904,5.3212307711451485,1.1892870835833391,98.8252406365273,99.50713576505808,85.12381608467531,202.895631109825
credit,94,5,592,613,0.928126257658005,0.221020936965942,0.8827540278434753,18.298624990999883,0.9618651270866394,44.19011423599977,5.139849650459464,-3.5076507587737242,98.79214456236657,99.49984076577498,82.79136466523799,199.93632658796125
credit,94,5,218,239,0.931155896186829,0.225743293762207,0.8884596824645996,18.30481231399997,0.8884596824645996,17.79032035799986,4.805644483921829,4.805644483921829,98.76675439283498,98.7310892146993,81.08684873395111,78.8077468947529
credit,94,5,614,635,0.921556919813156,0.219789981842041,0.8509487509727478,18.299518843999948,0.9681947827339172,45.55745348300161,8.297581817905446,-4.816991761623488,98.79893026851848,99.51755428576786,83.25911258845035,207.27720663693813
