dataset,pct_nulls,avg_over_sim_IPM_fixed(%),avg_over_sim_IPM_retrained(%),avg_over_time_IPM_fixed(%),avg_over_time_IPM_retrained(%),avg_frac_time_IPM_fixed,avg_frac_time_IPM_retrained
contraceptive,5,9.009145996930366,8.657064186972079,98.18560693920303,98.49655461266303,122.51912455869092,250.72457414182574
contraceptive,10,9.442078929669838,8.961588890107617,96.96122021748872,97.6287974499533,81.02164762815367,190.14250731919896
contraceptive,20,8.426747583314471,8.288101743607113,94.49346607755295,96.01222649776612,62.47794396608092,171.49797594163863
contraceptive,40,7.892761050757447,7.712563215920771,90.4476464634638,93.836675457126,43.84880432962296,151.80224313725913
