dataset,seed,pct_nulls,start_index,end_index,avg_semantic_sim_SENTI,total_time_SENTI,avg_semantic_sim_IPM_70_30_fixed,total_time_IPM_70_30_fixed,avg_semantic_sim_IPM_70_30_Retraining,total_time_IPM_70_30_Retraining,Over_IPM_fixed,Over_IPM_retrained,OverTime_IPM_fixed,OverTime_IPM_retrained,FracTime_IPM_fixed,FracTime_IPM_retrained
contraceptive,584,5,0,490,0.95573098367701,4.80076694488525,0.9027778506278992,26.175603645999978,0.901160717010498,22.33821787500001,5.865577341344934,6.055553203377847,81.65938402104864,78.50872897851862,5.45237957736889,4.653051925130256
contraceptive,584,5,883,931,0.965142618864775,0.335192203521729,0.8658768534660339,26.18048917399997,0.877643346786499,41.42160118800018,11.464189740306418,9.969798369537648,98.71968701083473,99.19077922169065,78.10590132745378,123.57567017609645
contraceptive,584,5,932,980,0.962658174335957,0.340460300445557,0.8831265568733215,26.11104175699997,0.8831265568733215,43.617960168999616,9.00568744577384,9.00568744577384,98.6961060243631,99.21944928390408,76.69335227287502,128.11467331702767
contraceptive,584,5,981,1029,0.966302964836359,0.327927112579346,0.8557238578796387,26.475006371,0.8557238578796387,46.55528830499941,12.922288649368681,12.922288649368681,98.7613709776533,99.29561791040584,80.73442346001217,141.96840248680195
contraceptive,584,5,1030,1078,0.96146397665143,0.33412504196167,0.9130487442016602,25.937405831000056,0.9130487442016602,49.40058144,5.302590114408684,5.302590114408684,98.71180239018997,99.32364147906338,77.62784159702562,147.85058057895318
contraceptive,584,5,1079,1127,0.959468193352222,0.326075315475464,0.9447619318962096,26.410948109999985,0.9111013412475586,50.89131289799957,1.5566102908587562,5.308613862694498,98.7653782283113,99.35927116651713,80.99646571372348,156.07226454352372
contraceptive,584,5,1128,1176,0.969005588442087,0.32761812210083,0.9059433937072754,26.574419871,0.9059433937072754,53.27577353100037,6.960942060270485,6.960942060270485,98.7671673598476,99.3850523410792,81.11401072869,162.61546580321294
contraceptive,584,5,1177,1225,0.968588262796402,0.331274271011353,0.9122663140296936,26.177871973,0.937480926513672,54.57157183300046,6.173849445116652,3.3181833787715282,98.73452558957798,99.39295450014686,79.02174803096274,164.73229770123095
contraceptive,584,5,1226,1274,0.964548531919718,0.328288555145264,0.8627359867095947,26.204857490999977,0.8617766499519348,56.73216993000028,11.801124188458639,11.925582106862057,98.74722251300922,99.42133615627549,79.82263493591674,172.81190294586094
contraceptive,584,5,1275,1323,0.966068793088198,0.3726646900177,0.9032540321350098,26.08145142199998,0.8914875984191895,58.52432020800006,6.954274071128566,8.365926211565705,98.57115049316867,99.36323106583174,69.98637681708246,157.04283710168627
contraceptive,584,5,1324,1372,0.971668180078268,0.387846946716309,0.8776888847351074,25.74929373700001,0.8650984764099121,61.218868079,10.707586364332759,12.31879451581183,98.49375695241304,99.36645848104246,66.39034793236198,157.84285166431542
contraceptive,584,5,491,539,0.947715736925602,0.328773021697998,0.8837913870811462,25.88523386399992,0.8558351993560791,25.750598044,7.232968184446273,10.7357745555047,98.72988197276733,98.72324121895645,78.73284045726051,78.32333051844444
contraceptive,584,5,1373,1421,0.966429341584444,0.33795952796936,0.9017502665519714,25.98393019899995,0.9269648790359496,63.63095451900017,7.172615016770267,4.2573848741214215,98.69935177095586,99.4688755959673,76.88473929149202,188.27980646478196
contraceptive,584,5,1422,1470,0.965505991131067,0.366384267807007,0.888430655002594,26.37812514299997,0.8643077611923218,65.23647777100064,8.675447621542057,11.708587436394327,98.61102991277515,99.43837515401563,71.99579092433808,178.05480066454155
contraceptive,584,5,1471,1472,0.0,0.0286026000976562,0.0,24.79606975799998,0.0,64.46749590200216,,,99.88464865449724,99.95563252504621,866.9166325208266,2253.903340322017
contraceptive,584,5,540,588,0.956318974494934,0.334166526794434,0.8722894191741943,26.407810105999992,0.8722894191741943,26.688395004999933,9.63321960276571,9.63321960276571,98.73459205646701,98.74789575494582,79.02589873175727,79.86555464131683
contraceptive,584,5,589,637,0.968611616641283,0.329676628112793,0.930053174495697,26.19341692299991,0.9445611834526062,29.453366475999985,4.145832002185635,2.5462017294386916,98.74137601412623,98.88068269417884,79.45184671701476,89.34017144194716
contraceptive,584,5,638,686,0.957065988332033,0.327813625335693,0.92426598072052,25.961962670999974,0.92426598072052,30.885147692000032,3.5487628340430186,3.5487628340430186,98.73733111209705,98.9386043136177,79.19732636010473,94.21557038812075
contraceptive,584,5,687,735,0.964871898293495,0.339052438735962,0.8432390093803406,26.480866740999996,0.8550054430961609,33.491598098000054,14.424485532581926,12.84979599655924,98.71963239703551,98.98764926730621,78.1025697373675,98.779994690089
contraceptive,584,5,736,784,0.961281951516867,0.343116044998169,0.9079065322875975,26.311251471999945,0.9227638244628906,34.66490777899986,5.878955303337518,4.174212949494035,98.69593415059215,99.01019195785649,76.68324421301939,101.02969034626418
contraceptive,584,5,785,833,0.958679217845202,0.344222784042358,0.8545199036598206,26.283197354,0.8545199036598206,38.28545095200013,12.189220372665153,12.189220372665153,98.69033139535449,99.10090445460882,76.3551937072409,111.22288450054762
contraceptive,584,5,834,882,0.968727614730596,0.339471817016602,0.8643262386322021,26.174043491999942,0.8643262386322021,39.89606833199991,12.078931707963559,12.078931707963559,98.7030211166251,99.14910959598413,77.10225762487933,117.52394847566619
contraceptive,584,10,0,490,0.947943764529666,6.12076568603516,0.8999535441398621,24.634008245000015,0.8936756253242493,21.401418085999467,5.332521962083163,6.072464960172413,75.15318812448032,71.40018637344744,4.0246612121100735,3.496526281806196
contraceptive,584,10,883,931,0.960282811895013,0.52531099319458,0.8460144996643066,23.92444051900003,0.8397010564804077,42.02991274700071,13.506661206876158,14.36008142231255,97.80429141999207,98.7501496937272,45.54338445024355,80.0095815459785
contraceptive,584,10,932,980,0.959063619375229,0.559005498886108,0.8735493421554565,24.164751030000048,0.8677155375480652,43.89826837099963,9.789289865271785,10.527422625770807,97.68669042692758,98.72658872518215,43.22810970223279,78.52922459344802
contraceptive,584,10,981,1029,0.961654359474778,0.557052373886108,0.851299524307251,23.44816752600002,0.8563810586929321,45.66059273500059,12.963103116653182,12.292810509205003,97.6243244881783,98.78001501837906,42.093290730314905,81.96822215559953
contraceptive,584,10,1030,1078,0.955919051542878,0.555595397949219,0.8763939142227173,23.65305227699997,0.9018158912658693,48.70374066000113,9.074131623870576,5.9993576073565045,97.6510625713643,98.85923464928945,42.57244096028643,87.66044650436903
