dataset,pct_nulls,seed,start_index,end_index,nulls,training_time_IPM_70_30_Retraining,imputation_time_IPM_70_30_Retraining,total_time_IPM_70_30_Retraining,exact_matches_IPM_70_30_Retraining,avg_semantic_sim_IPM_70_30_Retraining
contraceptive,5,94,0,490,192,21.878050594000012,1.7510561569999936,23.629106751000005,133,0.9055754542350769
contraceptive,5,94,491,539,16,24.56403463600003,0.9816748450000432,25.545709481000074,10,0.8618525266647339
contraceptive,5,94,540,588,16,26.159132480999915,0.3415566380000996,26.500689119000015,9,0.8657826781272888
contraceptive,5,94,589,637,16,28.11987117400008,1.381109529000014,29.500980703000096,12,0.9286110401153564
contraceptive,5,94,638,686,16,30.472964786999967,0.6879223669999988,31.160887153999965,10,0.8538353443145752
contraceptive,5,94,687,735,16,32.750165476999996,0.3863943290000975,33.13655980600009,12,0.9135167002677917
contraceptive,5,94,736,784,16,34.6807051159999,0.3782938560000275,35.05899897199993,11,0.9079065322875977
contraceptive,5,94,785,833,16,36.77144163000003,0.6930389159999777,37.464480546000004,9,0.8414814472198486
contraceptive,5,94,834,882,16,39.25952274100007,0.13866947599990453,39.39819221699997,10,0.8738686442375183
contraceptive,5,94,883,931,16,41.35396049199983,0.3518898419998777,41.705850333999706,5,0.7912222146987915
contraceptive,5,94,932,980,16,43.66118903499989,0.2818241909999415,43.943013225999835,13,0.942679762840271
contraceptive,5,94,981,1029,16,45.65793309200035,0.5394028239993531,46.1973359159997,9,0.8914285898208618
contraceptive,5,94,1030,1078,16,47.992023173000234,0.3981523349991676,48.3901755079994,13,0.9276313781738281
contraceptive,5,94,1079,1127,16,50.407018277000134,0.2192333960003907,50.626251673000525,12,0.9238705635070801
contraceptive,5,94,1128,1176,16,52.619120938999686,0.17216588199994476,52.79128682099963,12,0.9442843198776245
contraceptive,5,94,1177,1225,16,53.95579165100003,0.7110238359996401,54.66681548699967,14,0.9479079246520996
contraceptive,5,94,1226,1274,16,56.16396465900016,0.43808160300000054,56.60204626200016,9,0.8709217309951782
contraceptive,5,94,1275,1323,16,58.30127958499975,0.35290804200008097,58.65418762699983,12,0.9246248006820679
contraceptive,5,94,1324,1372,16,60.637454714000796,0.5758962319998773,61.21335094600067,7,0.842153787612915
contraceptive,5,94,1373,1421,16,62.4742263440005,0.7420983669996986,63.2163247110002,8,0.8447780609130859
contraceptive,5,94,1422,1470,16,64.86439350200044,0.8812482229991474,65.74564172499959,9,0.8615802526473999
contraceptive,5,94,1471,1472,0,64.66081415299959,0.00048679500105208717,64.66130094800064,0,0.0
contraceptive,10,94,0,490,392,20.448221973000273,1.090015940000285,21.538237913000557,272,0.9085367918014526
contraceptive,10,94,491,539,32,24.55526706199862,0.3593419429998903,24.91460900499851,18,0.8546887636184692
contraceptive,10,94,540,588,32,26.154210681000222,0.12757930599991596,26.28178998700014,19,0.8788670897483826
contraceptive,10,94,589,637,32,28.108130353000433,0.8530399269989175,28.96117027999935,25,0.9333326816558838
contraceptive,10,94,638,686,32,30.34074525799997,0.9905885020002643,31.331333760000234,19,0.8518893122673035
contraceptive,10,94,687,735,32,32.53045474800001,0.5719866160006859,33.1024413640007,22,0.8888852000236511
contraceptive,10,94,736,784,32,34.73240710799928,0.151866876000895,34.884273984000174,21,0.9021616578102112
contraceptive,10,94,785,833,32,36.947908880999876,0.13129028099956486,37.07919916199944,19,0.8587419390678406
contraceptive,10,94,834,882,32,39.016941844999565,0.9542571689999022,39.97119901399947,23,0.9004976749420166
contraceptive,10,94,883,931,32,41.152314572999785,0.2869102749996273,41.43922484799941,14,0.8366032838821411
contraceptive,10,94,932,980,32,43.517570975000126,0.15210512299972834,43.669676097999854,22,0.9034453630447388
contraceptive,10,94,981,1029,32,45.67346795300091,0.7077486099992711,46.38121656300018,18,0.8750804662704468
contraceptive,10,94,1030,1078,32,48.05990021600064,0.49101672199958557,48.55091693800023,22,0.8949617147445679
contraceptive,10,94,1079,1127,32,50.510593544000585,0.4356851409997944,50.94627868500038,23,0.9101560711860657
contraceptive,10,94,1128,1176,32,51.76862081500076,1.1313135359996522,52.89993435100041,21,0.8985970616340637
contraceptive,10,94,1177,1225,32,53.718597827000394,1.3168096340000375,55.03540746100043,25,0.9165002107620239
contraceptive,10,94,1226,1274,32,56.024719188000745,1.071211107999261,57.095930296000006,20,0.8844220638275146
contraceptive,10,94,1275,1323,32,58.14250548700238,0.5307266770005299,58.67323216400291,21,0.8852713704109192
contraceptive,10,94,1324,1372,32,60.529901165999036,0.20986907999667892,60.739770245995715,15,0.8342584371566772
contraceptive,10,94,1373,1421,32,62.426992078000694,0.7114376829995308,63.138429761000225,18,0.8800040483474731
contraceptive,10,94,1422,1470,32,64.52675481300048,1.1715723359993717,65.69832714899985,18,0.8699826002120972
