dataset,pct_nulls,seed,start_index,end_index,nulls,training_time_IPM_70_30_Retraining,imputation_time_IPM_70_30_Retraining,total_time_IPM_70_30_Retraining,exact_matches_IPM_70_30_Retraining,avg_semantic_sim_IPM_70_30_Retraining
credit,5,94,0,217,100,16.95398100800001,0.6221906330000166,17.576171641000027,66,0.9221915006637573
credit,5,94,218,239,10,17.63928629899995,0.15103405899991174,17.79032035799986,5,0.8884596824645996
credit,5,94,240,261,10,19.095442493999997,0.14513089800001922,19.240573392000016,5,0.8740589022636414
credit,5,94,262,283,10,21.063680620999946,0.14128652700014754,21.204967148000094,4,0.8652052879333496
credit,5,94,284,305,10,22.280069105999928,0.14266002799996613,22.422729133999894,6,0.8731281161308289
credit,5,94,306,327,10,24.741021614000147,0.14221471999974256,24.88323633399989,6,0.9043287634849548
credit,5,94,328,349,10,25.5278594560001,0.14138626399983423,25.669245719999935,4,0.8646181225776672
credit,5,94,350,371,10,26.615513862999933,0.14138186400009545,26.75689572700003,6,0.9021064639091492
credit,5,94,372,393,10,28.61615282399964,0.1427027109998562,28.758855534999498,5,0.882732093334198
credit,5,94,394,415,10,30.01755649600011,0.14116786600004616,30.158724362000157,5,0.8788978457450867
credit,5,94,416,437,10,32.10322774300039,0.13845150699967235,32.24167925000006,6,0.9062281847000122
credit,5,94,438,459,10,33.17056862899972,0.1423043840002265,33.312873012999944,7,0.9333820343017578
credit,5,94,460,481,10,35.20005271200034,0.14841347599985966,35.3484661880002,8,0.9571719169616699
credit,5,94,482,503,10,36.56685335599968,0.18512299200006055,36.751976347999744,9,0.980503261089325
credit,5,94,504,525,10,37.92855970299979,0.16104646500002673,38.08960616799982,7,0.9295259714126587
credit,5,94,526,547,10,39.803960320000215,0.15359009600047102,39.957550416000686,7,0.9394678473472595
credit,5,94,548,569,10,41.249800210999865,0.15467873500028873,41.404478946000154,6,0.903781533241272
credit,5,94,570,591,10,43.44537234999939,0.16841521399965131,43.61378756399904,6,0.917381227016449
credit,5,94,592,613,10,44.047445574999756,0.14266866100001607,44.19011423599977,8,0.9618651270866394
credit,5,94,614,635,10,45.388685706000615,0.1687677770009941,45.55745348300161,8,0.9681947827339172
credit,5,94,636,652,0,47.37416267599974,0.0008369279998987622,47.37499960399964,0,0.0
credit,10,94,0,217,210,15.528272544999709,0.3179754130001129,15.846247957999822,144,0.9308449029922485
credit,10,94,218,239,20,17.882661315998575,0.7592483160010488,18.641909631999624,12,0.9102493524551392
credit,10,94,240,261,20,19.09863784000072,0.28470549899975595,19.383343339000476,12,0.897055447101593
credit,10,94,262,283,20,21.15022358600072,0.42714523500035284,21.577368821001073,9,0.8766774535179138
credit,10,94,284,305,20,22.330237787000897,0.32389357799956997,22.654131365000467,10,0.8548200726509094
credit,10,94,306,327,20,24.944804676998956,0.8584638869997434,25.8032685639987,8,0.8661769032478333
credit,10,94,328,349,20,25.629293452000184,0.41057126999930915,26.039864721999493,9,0.8729325532913208
credit,10,94,350,371,20,26.900436230000196,0.6635758510010419,27.564012081001238,8,0.8533561825752258
credit,10,94,372,393,20,28.971438574999866,0.8108728009992774,29.782311375999143,11,0.8988171815872192
credit,10,94,394,415,20,30.07185788299921,0.19051998499935507,30.262377867998566,11,0.8943110704421997
credit,10,94,416,437,20,32.33845910900072,0.7216228600009345,33.06008196900166,11,0.8907994627952576
credit,10,94,438,459,20,32.9689923599999,0.8071973340011027,33.776189694001005,9,0.8723545074462891
credit,10,94,460,481,20,34.817238343000554,0.4607917839980473,35.2780301269986,11,0.8975064158439636
credit,10,94,482,503,20,36.26912482299895,1.3201806619990748,37.58930548499802,15,0.954035222530365
credit,10,94,504,525,20,37.54328853299921,1.4136388329989131,38.956927365998126,12,0.9093686938285828
credit,10,94,526,547,20,39.76046463400053,1.457283871000982,41.21774850500151,15,0.9516983032226562
credit,10,94,548,569,20,40.86174887700054,0.4222233940008664,41.2839722710014,13,0.9243221282958984
credit,10,94,570,591,20,43.26523020000241,0.7603361900000891,44.025566390002496,13,0.9192085266113281
credit,10,94,592,613,20,43.83384317099899,1.0700655860000552,44.903908756999044,14,0.9422348141670227
credit,10,94,614,635,20,45.26464702100202,0.6472138370008906,45.91186085800291,14,0.9362545013427734
credit,10,94,636,652,10,47.19375079499969,0.14840278700194176,47.34215358200163,5,0.8723828196525574
