dataset,pct_nulls,seed,start_index,end_index,nulls,training_time_IPM_70_30_fixed,imputation_time_IPM_70_30_fixed,total_time_IPM_70_30_fixed,exact_matches_IPM_70_30,avg_semantic_sim_IPM_70_30_fixed
imdb,5,584,0,1509,675,82.17355925199996,2.501539547999954,84.67509879999992,254,0.8125547170639038
imdb,5,584,1510,1660,63,82.17355925199996,0.8005328260000226,82.97409207799998,23,0.8012889623641968
imdb,5,584,1661,1811,63,82.17355925199996,1.3079106520000607,83.48146990400002,21,0.7854006886482239
imdb,5,584,1812,1962,63,82.17355925199996,1.3079150419999905,83.48147429399995,23,0.8076120615005493
imdb,5,584,1963,2113,63,82.17355925199996,0.9374189740000531,83.11097822600001,21,0.7941829562187195
imdb,5,584,2114,2264,63,82.17355925199996,1.275631766000032,83.449191018,20,0.7894532680511475
imdb,5,584,2265,2415,63,82.17355925199996,1.2297450030000618,83.40330425500002,21,0.7922056317329407
imdb,5,584,2416,2566,63,82.17355925199996,1.1921421679999753,83.36570141999994,19,0.7972404956817627
imdb,5,584,2567,2717,63,82.17355925199996,1.1662318220000145,83.33979107399998,19,0.7885403633117676
imdb,5,584,2718,2868,63,82.17355925199996,0.9069826290000549,83.08054188100002,20,0.7914482355117798
imdb,5,584,2869,3019,63,82.17355925199996,1.02636531400006,83.19992456600002,24,0.8026890158653259
imdb,5,584,3020,3170,63,82.17355925199996,1.222087838999954,83.39564709099992,19,0.775023877620697
imdb,5,584,3171,3321,63,82.17355925199996,1.6708960959999786,83.84445534799994,17,0.7658115029335022
imdb,5,584,3322,3472,63,82.17355925199996,1.367719199999982,83.54127845199994,18,0.7786162495613098
imdb,5,584,3473,3623,63,82.17355925199996,1.4564531769999007,83.63001242899986,21,0.7996918559074402
imdb,5,584,3624,3774,63,82.17355925199996,1.1432968820000724,83.31685613400003,20,0.7908006906509399
imdb,5,584,3775,3925,63,82.17355925199996,1.0809479689999932,83.25450722099995,21,0.7812210917472839
imdb,5,584,3926,4076,63,82.17355925199996,1.3573926710000137,83.53095192299998,17,0.7717859148979187
imdb,5,584,4077,4227,63,82.17355925199996,0.9825230830000748,83.15608233500004,21,0.787902295589447
imdb,5,584,4228,4378,63,82.17355925199996,1.1009779670000057,83.27453721899997,16,0.7690762281417847
imdb,5,584,4379,4528,63,82.17355925199996,1.106121480999974,83.27968073299994,18,0.7669346332550049
imdb,10,584,0,1509,1359,77.26424082800006,4.442313566999928,81.70655439499998,504,0.8125813603401184
imdb,10,584,1510,1660,135,77.26424082800006,1.3762572339999792,78.64049806200003,49,0.8104078769683838
imdb,10,584,1661,1811,135,77.26424082800006,1.5298997750001604,78.79414060300022,42,0.7814324498176575
