dataset,pct_nulls,seed,start_index,end_index,nulls,training_time_IPM_70_30_fixed,imputation_time_IPM_70_30_fixed,total_time_IPM_70_30_fixed,exact_matches_IPM_70_30,avg_semantic_sim_IPM_70_30_fixed
credit,5,584,0,217,100,18.360946309000006,1.2208599800000002,19.581806289000006,71,0.9382230639457703
credit,5,584,218,239,10,18.360946309000006,0.14353561000002912,18.504481919000035,9,0.9721243977546692
credit,5,584,240,261,10,18.360946309000006,0.13865783299999634,18.499604142000003,6,0.9212374091148376
credit,5,584,262,283,10,18.360946309000006,0.14418196799999805,18.505128277000004,4,0.8635422587394714
credit,5,584,284,305,10,18.360946309000006,0.1459655360000056,18.506911845000012,5,0.8920057415962219
credit,5,584,306,327,10,18.360946309000006,0.14522479799998678,18.506171106999993,2,0.8513714075088501
credit,5,584,328,349,10,18.360946309000006,0.1498624919999827,18.51080880099999,8,0.9424492120742798
credit,5,584,350,371,10,18.360946309000006,0.15475350299993806,18.515699811999944,5,0.8636607527732849
credit,5,584,372,393,10,18.360946309000006,0.148350387000022,18.50929669600003,4,0.8460277915000916
credit,5,584,394,415,10,18.360946309000006,0.1535830849999229,18.51452939399993,4,0.8335992097854614
credit,5,584,416,437,10,18.360946309000006,0.14832428599996206,18.50927059499997,4,0.8485864996910095
credit,5,584,438,459,10,18.360946309000006,0.15400220699996225,18.51494851599997,5,0.8652982711791992
credit,5,584,460,481,10,18.360946309000006,0.14921374000002174,18.510160049000028,7,0.915492057800293
credit,5,584,482,503,10,18.360946309000006,0.14458218099997566,18.505528489999982,8,0.9578396081924438
credit,5,584,504,525,10,18.360946309000006,0.14725836000005188,18.508204669000058,7,0.9137959480285645
credit,5,584,526,547,10,18.360946309000006,0.1412225880000335,18.50216889700004,7,0.9383428692817688
credit,5,584,548,569,10,18.360946309000006,0.14212503100000617,18.503071340000012,8,0.9521878361701965
credit,5,584,570,591,10,18.360946309000006,0.13887544700000376,18.49982175600001,6,0.9110732078552246
credit,5,584,592,613,10,18.360946309000006,0.14055067800001098,18.501496987000017,5,0.8803843855857849
credit,5,584,614,635,10,18.360946309000006,0.14177952600002186,18.502725835000028,5,0.8781870007514954
credit,5,584,636,652,0,18.360946309000006,0.0,18.360946309000006,0,0.0
credit,10,584,0,217,210,17.440224760000035,1.4925527200000488,18.932777480000084,146,0.9317018985748291
credit,10,584,218,239,20,17.440224760000035,1.5522707760000003,18.992495536000035,17,0.9657483100891113
credit,10,584,240,261,20,17.440224760000035,2.2714675530000363,19.71169231300007,10,0.8948478102684021
credit,10,584,262,283,20,17.440224760000035,2.3022943360000454,19.74251909600008,9,0.8698906302452087
credit,10,584,284,305,20,17.440224760000035,1.9639543999999773,19.404179160000012,11,0.8886041641235352
credit,10,584,306,327,20,17.440224760000035,1.6594073080001408,19.099632068000176,7,0.8815597891807556
credit,10,584,328,349,20,17.440224760000035,1.8420330439999475,19.282257803999983,15,0.9261812567710876
credit,10,584,350,371,20,17.440224760000035,1.6806997589999924,19.120924519000027,10,0.8758204579353333
credit,10,584,372,393,20,17.440224760000035,2.078917618000048,19.519142378000083,10,0.8705471158027649
credit,10,584,394,415,20,17.440224760000035,1.568579274000058,19.008804034000093,10,0.8669400215148926
credit,10,584,416,437,20,17.440224760000035,1.8152632489999405,19.255488008999976,9,0.8607403039932251
credit,10,584,438,459,20,17.440224760000035,1.8816147880001495,19.321839548000185,10,0.8709783554077148
credit,10,584,460,481,20,17.440224760000035,2.093276612000011,19.533501372000046,12,0.892007052898407
credit,10,584,482,503,20,17.440224760000035,1.7082506609999086,19.148475420999944,14,0.9369091987609863
credit,10,584,504,525,20,17.440224760000035,2.057531124000093,19.497755884000128,13,0.9028787612915039
credit,10,584,526,547,20,17.440224760000035,1.7954189179999958,19.23564367800003,16,0.9552335739135742
credit,10,584,548,569,20,17.440224760000035,1.3898615439999276,18.830086303999963,16,0.9526224136352539
credit,10,584,570,591,20,17.440224760000035,1.9285694309999712,19.368794191000006,12,0.9153849482536316
credit,10,584,592,613,20,17.440224760000035,1.968112518000055,19.40833727800009,10,0.8849486708641052
credit,10,584,614,635,20,17.440224760000035,1.6107105140000044,19.05093527400004,10,0.8754995465278625
credit,10,584,636,652,10,17.440224760000035,0.13816701599984071,17.578391775999876,6,0.8947284817695618
credit,20,584,0,217,430,16.07516902900005,1.7284149990001083,17.80358402800016,287,0.9252957105636597
credit,20,584,218,239,40,16.07516902900005,1.4282090319999838,17.503378061000035,31,0.9553138613700867
credit,20,584,240,261,40,16.07516902900005,1.450030826999921,17.525199855999972,18,0.8767117857933044
credit,20,584,262,283,40,16.07516902900005,1.6684593659999791,17.74362839500003,18,0.8671924471855164
credit,20,584,284,305,40,16.07516902900005,1.3102467599999272,17.38541578899998,19,0.8697845339775085
credit,20,584,306,327,40,16.07516902900005,1.479903203000049,17.5550722320001,15,0.8678199648857117
credit,20,584,328,349,40,16.07516902900005,1.802279674000033,17.877448703000084,24,0.8938685655593872
credit,20,584,350,371,40,16.07516902900005,1.2953820110001288,17.37055104000018,19,0.8729664087295532
credit,20,584,372,393,40,16.07516902900005,1.152780790000179,17.22794981900023,17,0.859012246131897
credit,20,584,394,415,40,16.07516902900005,0.9334069659996658,17.008575994999717,19,0.8686851859092712
credit,20,584,416,437,40,16.07516902900005,1.297252553999897,17.372421582999948,17,0.8556098937988281
credit,20,584,438,459,40,16.07516902900005,1.4024718200000734,17.477640849000124,21,0.8786216974258423
credit,20,584,460,481,40,16.07516902900005,1.217245993000006,17.292415022000057,24,0.9097869992256165
credit,20,584,482,503,40,16.07516902900005,2.1932607540001072,18.26842978300016,24,0.9085594415664673
credit,20,584,504,525,40,16.07516902900005,1.1934095800000932,17.268578609000144,28,0.9187626242637634
credit,20,584,526,547,40,16.07516902900005,1.1130525730002319,17.188221602000283,32,0.9574577212333679
credit,20,584,548,569,40,16.07516902900005,1.262515383999812,17.337684412999863,31,0.9480851292610168
credit,20,584,570,591,40,16.07516902900005,1.375424667999937,17.450593696999988,24,0.9086319804191589
credit,20,584,592,613,40,16.07516902900005,1.1443652929999644,17.219534322000015,21,0.8802014589309692
credit,20,584,614,635,40,16.07516902900005,1.192232183000101,17.267401212000152,19,0.871182382106781
credit,20,584,636,652,30,16.07516902900005,1.3412801199997375,17.41644914899979,13,0.8617055416107178
credit,40,584,0,217,870,13.888726255000165,3.012140623999926,16.90086687900009,596,0.9289783835411072
credit,40,584,218,239,80,13.888726255000165,0.8493041970003787,14.738030452000544,59,0.9474580883979797
credit,40,584,240,261,80,13.888726255000165,1.1750673709999546,15.06379362600012,35,0.871023952960968
credit,40,584,262,283,80,13.888726255000165,1.075777217999871,14.964503473000036,34,0.8627354502677917
credit,40,584,284,305,80,13.888726255000165,1.1053482470000517,14.994074502000217,41,0.8808553814888
credit,40,584,306,327,80,13.888726255000165,1.2960096799999974,15.184735935000162,33,0.867540180683136
credit,40,584,328,349,80,13.888726255000165,1.3242360760000338,15.212962331000199,43,0.8826383948326111
credit,40,584,350,371,80,13.888726255000165,1.3732700910002222,15.261996346000387,36,0.8679960370063782
credit,40,584,372,393,80,13.888726255000165,0.9201267720000033,14.808853027000168,38,0.8650484085083008
credit,40,584,394,415,80,13.888726255000165,1.4449953450001658,15.333721600000331,38,0.869784951210022
credit,40,584,416,437,80,13.888726255000165,2.3515348879999465,16.24026114300011,34,0.8548101782798767
credit,40,584,438,459,80,13.888726255000165,1.862513106000165,15.75123936100033,42,0.8804576992988586
credit,40,584,460,481,80,13.888726255000165,1.4665151659997946,15.35524142099996,54,0.9287622570991516
credit,40,584,482,503,80,13.888726255000165,0.9611283869998033,14.849854641999968,50,0.9132406115531921
credit,40,584,504,525,80,13.888726255000165,1.1236910439998837,15.012417299000049,48,0.9022640585899353
credit,40,584,526,547,80,13.888726255000165,1.6679779250000593,15.556704180000224,60,0.9463197588920593
credit,40,584,548,569,80,13.888726255000165,1.5655358619998196,15.454262116999985,65,0.9591213464736938
credit,40,584,570,591,80,13.888726255000165,1.6853751390000298,15.574101394000195,49,0.9071441888809204
credit,40,584,592,613,80,13.888726255000165,1.202919612000187,15.091645867000352,36,0.864588737487793
credit,40,584,614,635,80,13.888726255000165,0.9663561080000136,14.855082363000179,37,0.8718163371086121
credit,40,584,636,652,60,13.888726255000165,0.6989047730000948,14.58763102800026,26,0.863041877746582
