file,pct_nulls,start_index,end_index,nulls,exact_matches_SENTI,avg_semantic_sim_SENTI,processing_time_SENTI,faiss_time_SENTI,imputation_time_SENTI,total_time_SENTI
contraceptive_1_5_94_imputed.csv,5,0,490,192,133,0.95642623398453,4.88391828536987,1.36997675895691,3.51394152641296,4.88391828536987
contraceptive_10_5_94_imputed.csv,5,883,931,16,7,0.95198106393218,0.31198000907898,0.0253894329071044,0.286590576171875,0.31198000907898
contraceptive_11_5_94_imputed.csv,5,932,980,16,10,0.956508960574865,0.269510984420776,0.0222418308258056,0.247269153594971,0.269510984420776
contraceptive_12_5_94_imputed.csv,5,981,1029,16,11,0.956223957240582,0.270185708999634,0.0213348865509033,0.24885082244873,0.270185708999634
contraceptive_13_5_94_imputed.csv,5,1030,1078,16,11,0.951186899095774,0.277069091796875,0.0207245349884033,0.256344556808472,0.277069091796875
contraceptive_14_5_94_imputed.csv,5,1079,1127,16,11,0.959163270890713,0.274243354797363,0.0217206478118896,0.252522706985474,0.274243354797363
contraceptive_15_5_94_imputed.csv,5,1128,1176,16,10,0.953386284410954,0.274111747741699,0.0219130516052246,0.252198696136475,0.274111747741699
contraceptive_16_5_94_imputed.csv,5,1177,1225,16,11,0.956956997513771,0.265535116195679,0.0210576057434082,0.244477510452271,0.265535116195679
contraceptive_17_5_94_imputed.csv,5,1226,1274,16,9,0.967653054744005,0.280870914459229,0.021075963973999,0.25979495048523,0.280870914459229
contraceptive_18_5_94_imputed.csv,5,1275,1323,16,12,0.958407890051603,0.276897192001343,0.020165205001831,0.256731986999512,0.276897192001343
contraceptive_19_5_94_imputed.csv,5,1324,1372,16,8,0.962018057703972,0.273986101150513,0.0229222774505615,0.251063823699951,0.273986101150513
contraceptive_2_5_94_imputed.csv,5,491,539,16,10,0.95077507942915,0.261828184127808,0.0209991931915283,0.240828990936279,0.261828184127808
contraceptive_20_5_94_imputed.csv,5,1373,1421,16,7,0.962045181542635,0.274437427520752,0.0232956409454345,0.251141786575317,0.274437427520752
contraceptive_21_5_94_imputed.csv,5,1422,1470,16,8,0.958469539880753,0.27387261390686,0.0209128856658935,0.252959728240967,0.27387261390686
contraceptive_22_5_94_imputed.csv,5,1471,1472,0,0,0,0.0251929759979248,0.016298770904541,0.0088942050933837,0.0251929759979248
contraceptive_3_5_94_imputed.csv,5,540,588,16,9,0.953843638300896,0.266339540481567,0.0224108695983886,0.243928670883179,0.266339540481567
contraceptive_4_5_94_imputed.csv,5,589,637,16,11,0.950461592525244,0.265942811965942,0.0223104953765869,0.243632316589355,0.265942811965942
contraceptive_5_5_94_imputed.csv,5,638,686,16,11,0.956947792321444,0.268927335739136,0.0222189426422119,0.246708393096924,0.268927335739136
contraceptive_6_5_94_imputed.csv,5,687,735,16,10,0.95493894815445,0.276151895523071,0.0207746028900146,0.255377292633057,0.276151895523071
contraceptive_7_5_94_imputed.csv,5,736,784,16,9,0.957798421382904,0.279088735580444,0.0200984477996826,0.258990287780762,0.279088735580444
contraceptive_8_5_94_imputed.csv,5,785,833,16,10,0.949828017503023,0.274262428283691,0.0231032371520996,0.251159191131592,0.274262428283691
contraceptive_9_5_94_imputed.csv,5,834,882,16,10,0.957985445857048,0.266640424728394,0.0227386951446533,0.24390172958374,0.266640424728394
contraceptive_1_10_94_imputed.csv,10,0,490,392,256,0.950367908696739,6.41102814674377,0.233423948287964,6.17760419845581,6.41102814674377
contraceptive_10_10_94_imputed.csv,10,883,931,32,19,0.962984202429652,0.521212100982666,0.0271217823028564,0.49409031867981,0.521212100982666
contraceptive_11_10_94_imputed.csv,10,932,980,32,20,0.965560398995876,0.497714757919312,0.0236754417419433,0.474039316177368,0.497714757919312
contraceptive_12_10_94_imputed.csv,10,981,1029,32,19,0.954865345731378,0.49541711807251,0.0198698043823242,0.475547313690186,0.49541711807251
contraceptive_13_10_94_imputed.csv,10,1030,1078,32,23,0.953023875132203,0.514688014984131,0.0224890708923339,0.492198944091797,0.514688014984131
contraceptive_14_10_94_imputed.csv,10,1079,1127,32,20,0.956155713647604,0.51502537727356,0.0206353664398193,0.49439001083374,0.51502537727356
contraceptive_15_10_94_imputed.csv,10,1128,1176,32,19,0.954596675932407,0.492908954620361,0.0218925476074218,0.471016407012939,0.492908954620361
contraceptive_16_10_94_imputed.csv,10,1177,1225,32,23,0.95787519775331,0.525661945343018,0.0236392021179199,0.502022743225098,0.525661945343018
contraceptive_17_10_94_imputed.csv,10,1226,1274,32,21,0.962941721081734,0.502495765686035,0.0209152698516845,0.481580495834351,0.502495765686035
contraceptive_18_10_94_imputed.csv,10,1275,1323,32,22,0.957219541072846,0.511670589447022,0.0210940837860107,0.490576505661011,0.511670589447022
contraceptive_19_10_94_imputed.csv,10,1324,1372,32,18,0.965829407796264,0.492527961730957,0.0213751792907714,0.471152782440186,0.492527961730957
contraceptive_2_10_94_imputed.csv,10,491,539,32,20,0.947395363822579,0.511928558349609,0.0269334316253662,0.484995126724243,0.511928558349609
