dataset,pct_nulls,start_index,end_index,seed,nulls,training_time_IPM_70_30,imputation_time_IPM_70_30,total_time_IPM_70_30_fixed,exact_matches_IPM_70_30,avg_semantic_sim_IPM_70_30_fixed
imdb,20,4077,4227,1234,270,70.3817301649999,0.631246630999954,71.0129767959999,81,0.780394911766052
imdb,20,4228,4378,1234,270,70.3817301649999,0.410321664000094,70.792051829,81,0.778572261333466
imdb,20,4379,4528,1234,270,70.3817301649999,0.445737653000265,70.8274678180002,80,0.772435367107391
imdb,40,0,1509,1234,5436,55.9650129739999,6.71043625300001,62.6754492269999,1958,0.805165708065033
imdb,40,1510,1660,1234,540,55.9650129739999,1.06894499099985,57.0339579649998,193,0.803149163722992
imdb,40,1661,1811,1234,540,55.9650129739999,0.727169927999853,56.6921829019998,184,0.798527896404266
imdb,40,1812,1962,1234,540,55.9650129739999,1.010690469,56.9757034429999,182,0.799875915050507
imdb,40,1963,2113,1234,540,55.9650129739999,1.4965161340001,57.461529108,195,0.8033806681633
imdb,40,2114,2264,1234,540,55.9650129739999,1.1144861959998,57.0794991699997,174,0.788290917873383
imdb,40,2265,2415,1234,540,55.9650129739999,0.663884166000116,56.6288971400001,175,0.789284229278565
imdb,40,2416,2566,1234,540,55.9650129739999,0.914174967999998,56.8791879419999,184,0.799168825149536
imdb,40,2567,2717,1234,540,55.9650129739999,0.952849915999877,56.9178628899998,176,0.786244034767151
imdb,40,2718,2868,1234,540,55.9650129739999,0.93064045899996,56.8956534329999,170,0.784234762191773
imdb,40,2869,3019,1234,540,55.9650129739999,0.757365855999979,56.7223788299999,180,0.797552645206451
imdb,40,3020,3170,1234,540,55.9650129739999,0.674219235999999,56.6392322099999,165,0.782648026943207
imdb,40,3171,3321,1234,540,55.9650129739999,0.707382011999812,56.6723949859997,173,0.790825188159943
imdb,40,3322,3472,1234,540,55.9650129739999,0.698323188999893,56.6633361629998,155,0.778081893920898
imdb,40,3473,3623,1234,540,55.9650129739999,0.756426982000107,56.721439956,166,0.785713493824005
imdb,40,3624,3774,1234,540,55.9650129739999,0.920289586000081,56.88530256,154,0.771569490432739
imdb,40,3775,3925,1234,540,55.9650129739999,1.34057006299986,57.3055830369998,167,0.777148067951202
imdb,40,3926,4076,1234,540,55.9650129739999,0.760128661999829,56.7251416359998,155,0.769624173641205
imdb,40,4077,4227,1234,540,55.9650129739999,0.875632955000015,56.840645929,161,0.778516054153442
imdb,40,4228,4378,1234,540,55.9650129739999,0.790934819999961,56.7559477939999,171,0.786772310733795
imdb,40,4379,4528,1234,540,55.9650129739999,0.767065776999971,56.7320787509999,160,0.775360345840454
