file,pct_nulls,start_index,end_index,nulls,exact_matches_SENTI,avg_semantic_sim_SENTI,processing_time_SENTI,faiss_time_SENTI,imputation_time_SENTI,total_time_SENTI
imdb_1_5_584_imputed.csv,5,0,1509,675,238,0.892263024118212,12.0375037193298,0.953712224960327,11.0837914943695,12.0375037193298
imdb_10_5_584_imputed.csv,5,2718,2868,63,24,0.893585961962503,1.23326778411865,0.0925118923187255,1.14075589179993,1.23326778411865
imdb_11_5_584_imputed.csv,5,2869,3019,63,23,0.893306235472361,1.22627234458923,0.0956859588623046,1.13058638572693,1.22627234458923
imdb_12_5_584_imputed.csv,5,3020,3170,63,23,0.891073307347676,1.22293877601624,0.0917725563049316,1.1311662197113,1.22293877601624
imdb_13_5_584_imputed.csv,5,3171,3321,63,21,0.893860125352466,1.18529009819031,0.0929491519927978,1.09234094619751,1.18529009819031
imdb_14_5_584_imputed.csv,5,3322,3472,63,24,0.890815864479731,1.21684980392456,0.0983424186706543,1.11850738525391,1.21684980392456
imdb_15_5_584_imputed.csv,5,3473,3623,63,21,0.897800331077879,1.23766541481018,0.0928876399993896,1.14477777481079,1.23766541481018
imdb_16_5_584_imputed.csv,5,3624,3774,63,21,0.888987230876135,1.16102910041809,0.0912187099456787,1.06981039047241,1.16102910041809
imdb_17_5_584_imputed.csv,5,3775,3925,63,22,0.887458244959513,1.20525002479553,0.0981976985931396,1.10705232620239,1.20525002479553
imdb_18_5_584_imputed.csv,5,3926,4076,63,20,0.886700085231236,1.19303488731384,0.10642409324646,1.08661079406738,1.19303488731384
imdb_19_5_584_imputed.csv,5,4077,4227,63,24,0.888663781067682,1.20820188522339,0.103048086166382,1.10515379905701,1.20820188522339
imdb_2_5_584_imputed.csv,5,1510,1660,63,26,0.892376397337232,1.17746734619141,0.0926854610443115,1.08478188514709,1.17746734619141
imdb_20_5_584_imputed.csv,5,4228,4378,63,18,0.887041639714014,1.1972644329071,0.0970399379730224,1.10022449493408,1.1972644329071
imdb_21_5_584_imputed.csv,5,4379,4528,63,19,0.888494269242362,1.20454335212708,0.0894827842712402,1.11506056785584,1.20454335212708
