dataset,pct_nulls,seed,start_index,end_index,nulls,training_time_IPM_70_30_Retraining,imputation_time_IPM_70_30_Retraining,total_time_IPM_70_30_Retraining,exact_matches_IPM_70_30_Retraining,avg_semantic_sim_IPM_70_30_Retraining
adultsample,5,584,0,999,450,62.406998108999986,1.597137282000034,64.00413539100002,296,0.8898101449012756
adultsample,5,584,1000,1099,45,69.69144249500008,1.4099068310000575,71.10134932600013,30,0.8920255303382874
adultsample,5,584,1100,1199,45,75.69461710900003,0.4002648310001291,76.09488194000016,23,0.8478676080703735
adultsample,5,584,1200,1299,45,82.29961270700005,0.1564057599998705,82.45601846699992,29,0.8958101868629456
adultsample,5,584,1300,1399,45,88.25536740400003,0.44425439499991626,88.69962179899994,29,0.8861992955207825
adultsample,5,584,1400,1499,45,94.64148966100015,0.8569612269999425,95.4984508880001,27,0.8551586866378784
adultsample,5,584,1500,1599,45,99.70138554699986,0.2558350450000262,99.95722059199989,28,0.881870448589325
adultsample,5,584,1600,1699,45,106.15710533600009,0.7733837270004642,106.93048906300055,25,0.8517382740974426
adultsample,5,584,1700,1799,45,112.29329456999972,0.7615012629994453,113.05479583299916,23,0.8883102536201477
adultsample,5,584,1800,1899,45,118.72448399799964,0.38429724399975385,119.1087812419994,30,0.8979038596153259
adultsample,5,584,1900,1999,45,124.86677546200008,0.9865475910005443,125.85332305300062,31,0.9058473706245422
adultsample,5,584,2000,2099,45,131.42947234799954,0.6801253969999834,132.10959774499952,34,0.9211141467094421
adultsample,5,584,2100,2199,45,138.11429312300015,1.7259263049998026,139.84021942799995,35,0.9283183217048645
adultsample,5,584,2200,2299,45,144.33492354600003,0.4763658789997862,144.8112894249998,31,0.8924112915992737
adultsample,5,584,2300,2399,45,149.44287194800063,1.0880241849999948,150.53089613300062,28,0.8930613398551941
adultsample,5,584,2400,2499,45,156.12978167099982,0.5296629250001388,156.65944459599996,31,0.9158715605735779
adultsample,5,584,2500,2599,45,162.25832183900138,1.1743599850015016,163.43268182400288,32,0.920765221118927
adultsample,5,584,2600,2699,45,168.51270521400056,0.6411343549998492,169.1538395690004,28,0.8762140870094299
adultsample,5,584,2700,2799,45,174.96287903200118,2.934308396000688,177.89718742800187,36,0.9350566864013672
adultsample,5,584,2800,2899,45,181.4539706920009,1.5651836460001505,183.01915433800104,32,0.9137032628059387
adultsample,5,584,2900,2999,45,187.97480323500076,0.6024265559995001,188.57722979100026,33,0.9056403636932373
adultsample,5,584,3000,3015,0,188.3009719219981,0.0006333330002235016,188.30160525499832,0,0.0
adultsample,10,584,0,999,900,58.62426294500074,1.5196572089989786,60.143920153999716,586,0.8912435173988342
adultsample,10,584,1000,1099,90,68.67767862599885,1.2525816190000114,69.93026024499886,57,0.8893371820449829
adultsample,10,584,1100,1199,90,75.10585301699939,0.49890126699756365,75.60475428399695,52,0.8716866374015808
adultsample,10,584,1200,1299,90,81.5389002369975,1.9246680190017287,83.46356825599923,58,0.8890055418014526
adultsample,10,584,1300,1399,90,88.08877531300095,0.8078289529985341,88.89660426599949,56,0.8758782744407654
adultsample,10,584,1400,1499,90,93.86224267100079,1.0497118840021358,94.91195455500292,53,0.8660622835159302
adultsample,10,584,1500,1599,90,99.66623927799901,0.7139623180009949,100.380201596,59,0.8941625356674194
adultsample,10,584,1600,1699,90,106.19330106500092,1.0192921329971796,107.2125931979981,54,0.8747307062149048
adultsample,10,584,1700,1799,90,112.47193522599991,0.7515664100001231,113.22350163600004,52,0.8740555047988892
adultsample,10,584,1800,1899,90,118.8587092530006,1.0813338520019897,119.94004310500259,58,0.8973387479782104
adultsample,10,584,1900,1999,90,125.02629484200133,0.5737381969993294,125.60003303900066,63,0.9137254953384399
adultsample,10,584,2000,2099,90,131.62472205999984,0.9011918150008569,132.5259138750007,68,0.9209252595901489
adultsample,10,584,2100,2199,90,138.23303821899844,0.522407671001929,138.75544589000037,65,0.9182634949684143
adultsample,10,584,2200,2299,90,143.84492958599822,1.6534235430008266,145.49835312899904,68,0.9152252674102783
adultsample,10,584,2300,2399,90,149.86312927400013,2.224898587998723,152.08802786199885,65,0.9174593091011047
adultsample,10,584,2400,2499,90,156.04833569000039,0.446778908001761,156.49511459800215,65,0.9191048741340637
adultsample,10,584,2500,2599,90,162.1647671510009,1.7492664979999972,163.91403364900088,69,0.9294806718826294
adultsample,10,584,2600,2699,90,168.33865205199982,0.679269899999781,169.0179219519996,65,0.9056626558303833
adultsample,10,584,2700,2799,90,174.7494566230016,0.7937978150002891,175.5432544380019,63,0.907795250415802
adultsample,10,584,2800,2899,90,181.3927775329994,0.6481046620010602,182.04088219500045,68,0.9249228239059448
adultsample,10,584,2900,2999,90,188.2215212330011,1.2523783300057403,189.47389956300685,64,0.9124420285224915
adultsample,10,584,3000,3015,9,188.73697643799824,0.13194118900173635,188.86891762699997,6,0.9064716696739197
adultsample,20,584,0,999,1800,54.43926762999763,2.5706267259974993,57.00989435599513,1084,0.8788942098617554
adultsample,20,584,1000,1099,180,68.4796900470028,1.4365723350001645,69.91626238200297,118,0.8925623893737793
adultsample,20,584,1100,1199,180,74.9495587270012,0.9841922990017338,75.93375102600294,118,0.8923787474632263
adultsample,20,584,1200,1299,180,80.94804360499984,1.276191197002845,82.22423480200268,108,0.8768046498298645
adultsample,20,584,1300,1399,180,87.12168285299413,1.1550835380039643,88.27676639099809,108,0.8725559711456299
adultsample,20,584,1400,1499,180,93.54848551299801,0.4826959040001384,94.03118141699815,108,0.8745365142822266
