file,pct_nulls,start_index,end_index,nulls,exact_matches_SENTI,avg_semantic_sim_SENTI,processing_time_SENTI,faiss_time_SENTI,imputation_time_SENTI,total_time_SENTI
credit_1_5_94_imputed.csv,5,0,217,100,68,0.918185352087021,2.97616457939148,1.36107158660889,1.61509299278259,2.97616457939148
credit_10_5_94_imputed.csv,5,394,415,10,8,0.923041731119156,0.224963903427124,0.0172629356384277,0.207700967788696,0.224963903427124
credit_11_5_94_imputed.csv,5,416,437,10,7,0.928881406784058,0.224497079849243,0.0163052082061767,0.208191871643066,0.224497079849243
credit_12_5_94_imputed.csv,5,438,459,10,6,0.919658994674683,0.213080167770386,0.0170855522155761,0.19599461555481,0.213080167770386
credit_13_5_94_imputed.csv,5,460,481,10,6,0.930453240871429,0.229979276657105,0.0176308155059814,0.212348461151123,0.229979276657105
credit_14_5_94_imputed.csv,5,482,503,10,7,0.923488074541092,0.211767196655273,0.0168840885162353,0.194883108139038,0.211767196655273
credit_15_5_94_imputed.csv,5,504,525,10,3,0.92620821595192,0.215991258621216,0.0170426368713378,0.198948621749878,0.215991258621216
credit_16_5_94_imputed.csv,5,526,547,10,7,0.928252804279327,0.219338893890381,0.017423391342163,0.201915502548218,0.219338893890381
credit_17_5_94_imputed.csv,5,548,569,10,6,0.933000499010086,0.216155767440796,0.0174508094787597,0.198704957962036,0.216155767440796
credit_18_5_94_imputed.csv,5,570,591,10,7,0.928291523456574,0.214956760406494,0.0170080661773681,0.197948694229126,0.214956760406494
credit_19_5_94_imputed.csv,5,592,613,10,9,0.928126257658005,0.221020936965942,0.0180916786193847,0.202929258346558,0.221020936965942
credit_2_5_94_imputed.csv,5,218,239,10,8,0.931155896186829,0.225743293762207,0.0236566066741943,0.202086687088013,0.225743293762207
credit_20_5_94_imputed.csv,5,614,635,10,7,0.921556919813156,0.219789981842041,0.0165407657623291,0.203249216079712,0.219789981842041
credit_21_5_94_imputed.csv,5,636,652,0,0,0,0.0238540172576904,0.0156586170196533,0.0081954002380371,0.0238540172576904
credit_3_5_94_imputed.csv,5,240,261,10,5,0.909922605752945,0.229738712310791,0.0183539390563964,0.211384773254395,0.229738712310791
credit_4_5_94_imputed.csv,5,262,283,10,6,0.91617357134819,0.22172212600708,0.0168843269348144,0.204837799072266,0.22172212600708
credit_5_5_94_imputed.csv,5,284,305,10,6,0.917758798599243,0.221232652664185,0.0161449909210205,0.205087661743164,0.221232652664185
credit_6_5_94_imputed.csv,5,306,327,10,6,0.926991844177246,0.215075254440308,0.0212419033050537,0.193833351135254,0.215075254440308
credit_7_5_94_imputed.csv,5,328,349,10,7,0.92112535238266,0.231592416763306,0.0179646015167236,0.213627815246582,0.231592416763306
credit_8_5_94_imputed.csv,5,350,371,10,6,0.92294864654541,0.231558561325073,0.0230817794799804,0.208476781845093,0.231558561325073
