dataset,pct_nulls,seed,start_index,end_index,nulls,training_time_IPM_70_30_fixed,imputation_time_IPM_70_30_fixed,total_time_IPM_70_30_fixed,exact_matches_IPM_70_30,avg_semantic_sim_IPM_70_30_fixed
australian,5,584,0,229,99,18.735937614000004,0.7558556559999658,19.49179326999997,60,0.8937496542930603
australian,5,584,230,252,9,18.735937614000004,0.13284025500001917,18.868777869000024,4,0.8451911211013794
australian,5,584,253,275,9,18.735937614000004,0.1352620690000208,18.871199683000025,4,0.8654420971870422
australian,5,584,276,298,9,18.735937614000004,0.1339844779999737,18.869922091999978,3,0.8209527134895325
australian,5,584,299,321,9,18.735937614000004,0.13858610700000895,18.874523721000013,7,0.9571509957313538
australian,5,584,322,344,9,18.735937614000004,0.1447963959999754,18.88073400999998,5,0.8830316662788391
australian,5,584,345,367,9,18.735937614000004,0.14390617899999825,18.879843793000003,4,0.863533079624176
australian,5,584,368,390,9,18.735937614000004,0.14513789700004054,18.881075511000045,6,0.9033425450325012
australian,5,584,391,413,9,18.735937614000004,0.14447941499994954,18.880417028999954,5,0.8796111345291138
australian,5,584,414,436,9,18.735937614000004,0.14531195700007515,18.88124957100008,5,0.8663771748542786
australian,5,584,437,459,9,18.735937614000004,0.14478773700000147,18.880725351000006,7,0.9332848787307739
australian,5,584,460,482,9,18.735937614000004,0.14626330199996573,18.88220091599997,4,0.8469029664993286
australian,5,584,483,505,9,18.735937614000004,0.14193338100005803,18.877870995000062,5,0.8712217211723328
australian,5,584,506,528,9,18.735937614000004,0.14220462000000111,18.878142234000006,4,0.85566645860672
australian,5,584,529,551,9,18.735937614000004,0.14741524700002628,18.88335286100003,7,0.9355133771896362
australian,5,584,552,574,9,18.735937614000004,0.1384356719999289,18.874373285999933,8,0.9788140058517456
australian,5,584,575,597,9,18.735937614000004,0.136799620000005,18.87273723400001,7,0.9276455044746399
australian,5,584,598,620,9,18.735937614000004,0.13733408100000588,18.87327169500001,6,0.9048598408699036
australian,5,584,621,643,9,18.735937614000004,0.13256457600002136,18.868502190000026,6,0.9045931696891785
australian,5,584,644,666,9,18.735937614000004,0.13514861700002712,18.87108623100003,4,0.8856905102729797
